111.68,2646105.0,16.04,25161301.0,14.01,21154523.0
111.5,4868351.0,16.52,65417223.0,14.27,26774758.0
112.49,7328038.0,16.39,65976635.0,15.22,23144407.0
110.87,7907263.0,16.26,86931787.0,15.99,29778605.0
108.99,7730647.0,14.49,98242132.0,14.77,27931662.0
109.81,5209493.0,13.98,34885654.0,14.72,22267526.0
109.21,6794284.0,14.48,53111926.0,14.62,28798027.0
106.16,4023894.0,13.21,63781533.0,14.65,25713909.0
107.49,4025022.0,13.39,45569737.0,15.08,22123893.0
108.7,7558923.0,14.25,94381323.0,14.88,68784073.0
111.13,13917638.0,15.39,84174945.0,13.23,31418763.0
106.85,3509238.0,14.49,33094266.0,13.99,16685992.0
104.65,4400915.0,13.4,50618230.0,14.56,19804214.0
104.93,6689175.0,13.75,41361098.0,15.59,24601967.0
105.35,11572679.0,14.08,141204170.0,16.03,23246152.0
108.65,14858273.0,15.42,67369905.0,16.99,23811921.0
111.49,3594918.0,16.75,31843256.0,17.67,17063797.0
111.76,3838553.0,17.63,35636567.0,18.93,18402453.0
112.56,4392589.0,18.09,19863799.0,19.98,10914886.0
115.12,4611647.0,18.64,45124557.0,20.02,14193740.0
113.23,2998483.0,18.55,22851006.0,20.27,9692799.0
112.24,5561283.0,18.83,29508613.0,19.9,21114181.0
114.1,3407489.0,19.58,16940577.0,20.31,31953861.0
115.6,1780191.0,19.83,22209704.0,20.25,12854235.0
117.53,4447333.0,20.72,25460824.0,20.52,16858782.0
113.97,9964072.0,19.97,24672137.0,20.42,17487056.0
113.08,7597006.0,20.27,30991676.0,20.4,14546014.0
113.05,7152913.0,19.36,41542949.0,19.67,19317601.0
115.6,3496313.0,19.72,25575897.0,19.84,21790269.0
115.97,3932404.0,19.45,41731993.0,18.41,16313051.0
115.28,3884072.0,18.99,47542822.0,17.56,37392813.0
115.06,4921741.0,18.84,35143435.0,17.14,31633138.0
113.57,8033444.0,19.33,55471948.0,16.43,29395749.0
110.88,4557576.0,18.07,38433465.0,16.8,44606080.0
111.86,11190846.0,18.58,106781637.0,18.24,27455956.0
116.16,8255636.0,21.28,33900134.0,18.1,28470341.0
115.28,6681734.0,20.45,28204698.0,18.65,28544333.0
117.98,4108870.0,21.26,20499431.0,19.62,30903854.0
118.64,13206906.0,21.33,83701945.0,19.47,41530135.0
123.45,14555862.0,22.29,51653135.0,17.82,47961453.0
124.23,6270911.0,21.74,51411334.0,17.0,32541253.0
122.52,14428223.0,22.16,68948493.0,18.33,37738607.0
117.26,7962886.0,20.71,56338994.0,18.28,26502204.0
114.08,7109594.0,18.94,47287443.0,19.89,21106488.0
114.83,3765581.0,18.24,39305822.0,20.78,12554481.0
114.77,4652333.0,18.53,46674476.0,21.96,27840936.0
117.41,4736535.0,18.65,43489867.0,21.93,26468628.0
114.43,6330980.0,18.75,46715243.0,24.96,11507984.0
112.11,9616332.0,18.36,113272061.0,25.58,20256846.0
115.39,6564258.0,19.88,45995742.0,29.1,10808030.0
114.47,14173586.0,19.02,110737702.0,28.83,7998858.0
112.97,10916540.0,18.64,136476895.0,29.76,6585056.0
112.66,18209615.0,17.21,103841372.0,30.63,4680951.0
118.35,3611311.0,20.47,16306208.0,30.88,5649826.0
118.99,8060834.0,20.69,54512992.0,31.25,7510800.0
117.59,4653307.0,20.77,52079023.0,32.18,7599263.0
114.61,11304593.0,20.63,72263735.0,33.77,6583251.0
117.06,4185425.0,21.98,30222945.0,35.16,3034612.0
117.09,10931243.0,22.66,51690900.0,34.57,3403046.0
118.38,8129457.0,23.88,32421604.0,34.38,4112858.0
122.06,3490704.0,25.07,29706742.0,34.9,4547372.0
123.86,3684122.0,26.69,16430554.0,35.76,3182121.0
123.19,4739968.0,26.1,15593628.0,34.96,3906508.0
125.48,13071958.0,26.82,29043535.0,35.44,5321639.0
126.19,5729316.0,26.78,13863457.0,36.12,2254096.0
124.38,7397317.0,26.2,30962952.0,36.19,4284053.0
125.79,5644498.0,26.82,37295260.0,37.77,2727661.0
126.13,6461677.0,26.94,29641450.0,37.72,3368604.0
128.78,4322535.0,27.32,44287976.0,37.16,4947211.0
127.16,4922466.0,26.5,24026723.0,38.25,1447531.0
126.66,4200393.0,25.98,18778206.0,38.98,1627376.0
126.5,9955149.0,25.82,39255704.0,39.32,2688102.0
122.96,4026822.0,24.11,27977829.0,39.12,2955386.0
120.61,4808750.0,22.64,16148327.0,37.61,1035071.0
120.43,8753575.0,22.5,28685313.0,37.68,1311017.0
124.51,2206288.0,23.31,8165850.0,38.18,2545815.0
124.5,4052154.0,23.42,14767075.0,37.23,1575209.0
124.1,3119978.0,23.73,10691724.0,36.4,1552502.0
125.06,9914822.0,24.32,30663795.0,36.29,1847318.0
125.43,7025124.0,24.46,32621378.0,36.6,1991407.0
124.75,5902491.0,23.57,19332050.0,37.66,3083855.0
126.93,4699538.0,24.22,25661269.0,37.18,2638345.0
125.57,7278979.0,24.26,30183452.0,36.43,2427609.0
124.56,7253673.0,24.1,46141636.0,36.62,2000459.0
128.47,7246489.0,25.52,23184723.0,35.84,2708022.0
133.1,11949426.0,27.73,33473432.0,35.53,3605642.0
129.09,7577498.0,26.18,41179253.0,36.78,2217855.0
127.62,10588738.0,25.88,26888028.0,36.74,2525287.0
127.58,7306796.0,26.53,38903265.0,36.69,4283302.0
127.15,11180946.0,26.35,52610153.0,35.91,1755290.0
122.17,6683018.0,23.91,41643562.0,35.64,6347375.0
120.09,7984890.0,23.48,28868395.0,34.8,4948314.0
122.29,8540453.0,23.67,36429537.0,34.58,4934660.0
120.93,7926430.0,23.33,39783341.0,33.69,6876828.0
120.26,7994809.0,22.01,48862934.0,33.19,5460041.0
119.29,5879119.0,21.83,24084230.0,33.75,9659459.0
117.12,4207991.0,21.25,20871617.0,35.84,3793048.0
115.94,14697716.0,20.53,26985103.0,35.48,3228661.0
119.38,6484891.0,21.11,27347088.0,34.64,6217659.0
118.55,7910040.0,20.66,24145441.0,35.05,2714170.0
120.7,2364671.0,22.28,27521399.0,33.46,3870047.0
119.92,6776461.0,22.25,29647700.0,34.04,5739967.0
124.32,4664240.0,24.13,37580005.0,33.88,3964493.0
124.28,8427259.0,24.28,40162619.0,34.01,3722357.0
126.95,9571847.0,24.08,59342288.0,34.13,9775356.0
130.46,8771039.0,26.32,24942284.0,35.32,3832915.0
126.85,5350480.0,24.38,23736626.0,36.45,4157167.0
122.6,15972630.0,23.05,46747324.0,36.75,6146811.0
126.53,6924926.0,24.19,24234582.0,37.31,2772257.0
128.97,7454162.0,25.17,25542642.0,36.96,4181994.0
127.96,19558103.0,25.76,95898200.0,37.77,5630406.0
127.82,12060317.0,25.63,50205784.0,38.85,3234193.0
134.15,8449142.0,28.01,31430281.0,39.36,10433082.0
134.62,7689483.0,28.13,40929352.0,38.48,10365614.0
134.9,11623318.0,30.14,42793144.0,37.95,5943257.0
132.58,14447036.0,29.79,48526278.0,38.4,5340814.0
126.86,6194029.0,26.47,45324722.0,37.59,7252170.0
126.36,6466232.0,25.59,32483200.0,37.94,4406907.0
128.78,6149386.0,27.58,25053975.0,37.21,3200343.0
125.11,5768261.0,25.86,27364834.0,38.45,6043621.0
124.13,6584026.0,24.37,23271550.0,37.56,5606126.0
118.09,11593512.0,23.42,43650165.0,36.56,7227509.0
